From	Entry	Entry Name
ENSP00000377936	Q00005	2ABB_HUMAN
ENSP00000361748	Q96GR4	ZDH12_HUMAN
ENSP00000362680	P12931	SRC_HUMAN
ENSP00000303366	Q12907	LMAN2_HUMAN
ENSP00000369643	P30550	GRPR_HUMAN
ENSP00000239940	P35080	PROF2_HUMAN
ENSP00000306010	P18085	ARF4_HUMAN
ENSP00000369131	O75182	SIN3B_HUMAN
ENSP00000260762	Q8TAG9	EXOC6_HUMAN
ENSP00000335193	Q96JC1	VPS39_HUMAN
ENSP00000287218	Q9H8U3	ZFAN3_HUMAN
ENSP00000365458	P61978	HNRPK_HUMAN
ENSP00000440207	Q9Y2I9	TBC30_HUMAN
ENSP00000351209	P29317	EPHA2_HUMAN
ENSP00000306678	Q8NFD2	ANKK1_HUMAN
ENSP00000358019	Q9NXX6	NSE4A_HUMAN
ENSP00000386135	P53355	DAPK1_HUMAN
ENSP00000299882	Q9H3S3	TMPS5_HUMAN
ENSP00000369703	Q13885	TBB2A_HUMAN
ENSP00000357869	A0A0B4J1S8	A0A0B4J1S8_HUMAN
ENSP00000324806	P49841	GSK3B_HUMAN
ENSP00000334100	Q9UPT5	EXOC7_HUMAN
ENSP00000326031	P62136	PP1A_HUMAN
ENSP00000384198	Q53TQ3	IN80D_HUMAN
ENSP00000353864	O75914	PAK3_HUMAN
ENSP00000263088	O14939	PLD2_HUMAN
ENSP00000383053	P29323	EPHB2_HUMAN
ENSP00000414398	Q9UBS4	DJB11_HUMAN
ENSP00000386959	Q9BXY5	CAYP2_HUMAN
ENSP00000295463	P09923	PPBI_HUMAN
ENSP00000361949	Q13310	PABP4_HUMAN
ENSP00000244227	Q8WVK2	SNR27_HUMAN
ENSP00000362578	O76064	RNF8_HUMAN
ENSP00000403343	C9JEH3	C9JEH3_HUMAN
ENSP00000375821	O60237	MYPT2_HUMAN
ENSP00000265171	P01133	EGF_HUMAN
ENSP00000394071	P31150	GDIA_HUMAN
ENSP00000425561	P06730	IF4E_HUMAN
ENSP00000262646	P61019	RAB2A_HUMAN
ENSP00000358307	Q8NBF2	NHLC2_HUMAN
ENSP00000381247	A8MZ26	EFCB9_HUMAN
ENSP00000494697	P32969	RL9_HUMAN
ENSP00000263168	P52907	CAZA1_HUMAN
ENSP00000444425	Q6QNK2	AGRD1_HUMAN
ENSP00000262866	Q9H6Q3	SLAP2_HUMAN
ENSP00000362639	Q7Z6M1	RABEK_HUMAN
ENSP00000273047	P20339	RAB5A_HUMAN
ENSP00000360860	Q13325	IFIT5_HUMAN
ENSP00000468376	Q496M5	PLK5_HUMAN
ENSP00000307508	P22676	CALB2_HUMAN
ENSP00000298910	Q5S007	LRRK2_HUMAN
ENSP00000261769	P12830	CADH1_HUMAN
ENSP00000363597	Q5JT25	RAB41_HUMAN
ENSP00000496241	O00400	ACATN_HUMAN
ENSP00000353292	P37088	SCNNA_HUMAN
ENSP00000326981	Q9NV31	IMP3_HUMAN
ENSP00000000412	P20645	MPRD_HUMAN
ENSP00000379891	Q96PC3	AP1S3_HUMAN
ENSP00000273398	P38606	VATA_HUMAN
ENSP00000306330	P61981	1433G_HUMAN
ENSP00000414359	P25786	PSA1_HUMAN
ENSP00000264972	P43403	ZAP70_HUMAN
ENSP00000316029	Q9Y490	TLN1_HUMAN
ENSP00000393845	P0DN37	PAL4G_HUMAN
ENSP00000274496	Q969M3	YIPF5_HUMAN
ENSP00000254286	Q9NZ32	ARP10_HUMAN
ENSP00000200557	O75078	ADA11_HUMAN
ENSP00000353575	Q9NR50	EI2BG_HUMAN
ENSP00000260731	P52732	KIF11_HUMAN
ENSP00000311083	P61024	CKS1_HUMAN
ENSP00000384952	O15235	RT12_HUMAN
ENSP00000230449	Q96KP1	EXOC2_HUMAN
ENSP00000216366	A0A8C8KBR5	A0A8C8KBR5_HUMAN
ENSP00000496250	P62913	RL11_HUMAN
ENSP00000258383	Q9H9J2	RM44_HUMAN
ENSP00000255082	Q96HD9	ACY3_HUMAN
ENSP00000364815	P26640	SYVC_HUMAN
ENSP00000421339	Q86UG4	SO6A1_HUMAN
ENSP00000454786	H3BNC9	H3BNC9_HUMAN
ENSP00000385885	Q4G0W2	DUS28_HUMAN
ENSP00000308897	Q9Y3B7	RM11_HUMAN
ENSP00000297044	O43739	CYH3_HUMAN
ENSP00000287777	Q2TBA0	KLH40_HUMAN
ENSP00000310933	Q8WXG6	MADD_HUMAN
ENSP00000245157	Q9BXC9	BBS2_HUMAN
ENSP00000376297	P63167	DYL1_HUMAN
ENSP00000387535	Q8WZA9	IRGQ_HUMAN
ENSP00000366565	Q9UK41	VPS28_HUMAN
ENSP00000306968	Q9BWT1	CDCA7_HUMAN
ENSP00000369461	O75521	ECI2_HUMAN
ENSP00000339001	P07437	TBB5_HUMAN
ENSP00000318884	Q9NZ56	FMN2_HUMAN
ENSP00000363193	Q93074	MED12_HUMAN
ENSP00000339754	P56559	ARL4C_HUMAN
ENSP00000429900	Q9ULH1	ASAP1_HUMAN
ENSP00000432973	Q15262	PTPRK_HUMAN
ENSP00000279022	P24844	MYL9_HUMAN
ENSP00000340989	P31947	1433S_HUMAN
ENSP00000232564	Q9HAV0	GBB4_HUMAN
ENSP00000470176	M0QYZ2	M0QYZ2_HUMAN
ENSP00000386741	P15882	CHIN_HUMAN
ENSP00000360431	Q9P212	PLCE1_HUMAN
ENSP00000259818	Q9BVA1	TBB2B_HUMAN
ENSP00000393963	Q9BW19	KIFC1_HUMAN
ENSP00000246662	P35527	K1C9_HUMAN
ENSP00000296859	Q8TEU7	RPGF6_HUMAN
ENSP00000246194	Q9UKM9	RALY_HUMAN
ENSP00000323867	P54619	AAKG1_HUMAN
ENSP00000482620	Q86YS3	RFIP4_HUMAN
ENSP00000354558	P42345	MTOR_HUMAN
ENSP00000366156	P19623	SPEE_HUMAN
ENSP00000442008	Q9BVG8	KIFC3_HUMAN
ENSP00000264712	O14782	KIF3C_HUMAN
ENSP00000267622	Q15643	TRIPB_HUMAN
ENSP00000330945	Q9BVK6	TMED9_HUMAN
ENSP00000359370	Q9NQW1	SC31B_HUMAN
ENSP00000229340	Q15286	RAB35_HUMAN
ENSP00000278572	P23396	RS3_HUMAN
ENSP00000360850	Q9Y399	RT02_HUMAN
ENSP00000325369	Q92572	AP3S1_HUMAN
ENSP00000309597	Q16584	M3K11_HUMAN
ENSP00000358200	Q7L804	RFIP2_HUMAN
ENSP00000410992	Q13724	MOGS_HUMAN
ENSP00000346206	Q03518	TAP1_HUMAN
ENSP00000016946	Q99666	RGPD5_HUMAN
ENSP00000268661	Q92901	RL3L_HUMAN
ENSP00000389631	O15143	ARC1B_HUMAN
ENSP00000348602	P49418	AMPH_HUMAN
ENSP00000278568	Q13153	PAK1_HUMAN
ENSP00000396467	Q16644	MAPK3_HUMAN
ENSP00000248975	Q04917	1433F_HUMAN
ENSP00000355605	Q8IYI6	EXOC8_HUMAN
ENSP00000226004	P51452	DUS3_HUMAN
ENSP00000356530	Q05823	RN5A_HUMAN
ENSP00000464849	P04632	CPNS1_HUMAN
ENSP00000250617	Q15052	ARHG6_HUMAN
ENSP00000217402	Q9H444	CHM4B_HUMAN
ENSP00000377522	O75425	MSPD3_HUMAN
ENSP00000355925	Q92786	PROX1_HUMAN
ENSP00000442973	O43293	DAPK3_HUMAN
ENSP00000375810	Q6P597	KLC3_HUMAN
ENSP00000483825	Q9Y6K9	NEMO_HUMAN
ENSP00000317128	Q9Y4D7	PLXD1_HUMAN
ENSP00000385205	Q9NRD5	PICK1_HUMAN
ENSP00000204726	Q08378	GOGA3_HUMAN
ENSP00000464030	Q14164	IKKE_HUMAN
ENSP00000318197	Q6PEY2	TBA3E_HUMAN
ENSP00000264071	P04350	TBB4A_HUMAN
ENSP00000272317	P62979	RS27A_HUMAN
ENSP00000367343	Q9HCG7	GBA2_HUMAN
ENSP00000225724	O95249	GOSR1_HUMAN
ENSP00000332118	P54753	EPHB3_HUMAN
ENSP00000295050	Q9H040	SPRTN_HUMAN
ENSP00000359871	Q5T4U5	Q5T4U5_HUMAN
ENSP00000376197	P02786	TFR1_HUMAN
ENSP00000355645	P68133	ACTS_HUMAN
ENSP00000263093	Q9Y2P5	S27A5_HUMAN
ENSP00000324511	Q8WYJ6	SEPT1_HUMAN
ENSP00000324511	J3KNL2	J3KNL2_HUMAN
ENSP00000274376	P20936	RASA1_HUMAN
ENSP00000260643	Q9HCU5	SEC12_HUMAN
ENSP00000275493	P00533	EGFR_HUMAN
ENSP00000336702	P63241	IF5A1_HUMAN
ENSP00000300151	Q9NX20	RM16_HUMAN
ENSP00000265840	Q8N336	ELMD1_HUMAN
ENSP00000451828	P31749	AKT1_HUMAN
ENSP00000357079	Q9UL16	CFA45_HUMAN
ENSP00000225577	P23443	KS6B1_HUMAN
ENSP00000369436	Q6P6B7	ANR16_HUMAN
ENSP00000304102	Q7L5N1	CSN6_HUMAN
ENSP00000341779	P36873	PP1G_HUMAN
ENSP00000285928	Q96M69	LRGUK_HUMAN
ENSP00000356737	Q5T7V8	GORAB_HUMAN
ENSP00000435777	P62277	RS13_HUMAN
ENSP00000303208	Q8NBP7	PCSK9_HUMAN
ENSP00000163416	Q8TBA6	GOGA5_HUMAN
ENSP00000160827	Q14807	KIF22_HUMAN
ENSP00000431040	Q9NWU5	RM22_HUMAN
ENSP00000216254	Q99798	ACON_HUMAN
ENSP00000229379	P12074	CX6A1_HUMAN
ENSP00000298316	P62330	ARF6_HUMAN
ENSP00000331268	Q5TZF3	ANR45_HUMAN
ENSP00000449328	P05388	RLA0_HUMAN
ENSP00000224073	O60869	EDF1_HUMAN
ENSP00000418754	Q13308	PTK7_HUMAN
ENSP00000489442	A0A0U1RRB6	A0A0U1RRB6_HUMAN
ENSP00000463393	O75396	SC22B_HUMAN
ENSP00000399403	Q9H0B6	KLC2_HUMAN
ENSP00000386918	O43731	ERD23_HUMAN
ENSP00000420127	P51151	RAB9A_HUMAN
ENSP00000264710	P61026	RAB10_HUMAN
ENSP00000341289	P68371	TBB4B_HUMAN
ENSP00000276616	Q96QS6	PSKH2_HUMAN
ENSP00000287152	Q6ZMV9	KIF6_HUMAN
ENSP00000385545	Q2KJY2	KI26B_HUMAN
ENSP00000336799	P68363	TBA1B_HUMAN
ENSP00000360183	O14662	STX16_HUMAN
ENSP00000296271	P08100	OPSD_HUMAN
ENSP00000361486	Q9H4Z3	CAPAM_HUMAN
ENSP00000373312	P55735	SEC13_HUMAN
ENSP00000333947	Q7LFX5	CHSTF_HUMAN
ENSP00000284669	O60662	KLH41_HUMAN
ENSP00000285039	Q9ULV0	MYO5B_HUMAN
ENSP00000444357	Q96FW1	OTUB1_HUMAN
ENSP00000351490	P61244	MAX_HUMAN
ENSP00000217182	Q05639	EF1A2_HUMAN
ENSP00000431822	P62861	RS30_HUMAN
ENSP00000222008	Q9UI14	PRAF1_HUMAN
ENSP00000354560	Q92845	KIFA3_HUMAN
ENSP00000491316	Q9UNP4	SIAT9_HUMAN
ENSP00000404190	Q9H0H5	RGAP1_HUMAN
ENSP00000360498	Q8IXM3	RM41_HUMAN
ENSP00000302486	Q02750	MP2K1_HUMAN
ENSP00000304593	O43257	ZNHI1_HUMAN
ENSP00000320130	O14576	DC1I1_HUMAN
ENSP00000382177	Q9Y4I1	MYO5A_HUMAN
ENSP00000220676	P56715	RP1_HUMAN
ENSP00000441875	Q99623	PHB2_HUMAN
ENSP00000217133	Q9H4B7	TBB1_HUMAN
ENSP00000315554	Q8N4L4	SPEM1_HUMAN
ENSP00000234454	P35270	SPRE_HUMAN
ENSP00000424363	E9PBE3	E9PBE3_HUMAN
ENSP00000219409	Q99819	GDIR3_HUMAN
ENSP00000312999	P04899	GNAI2_HUMAN
ENSP00000251337	P19087	GNAT2_HUMAN
ENSP00000309968	P78536	ADA17_HUMAN
ENSP00000466363	O60331	PI51C_HUMAN
ENSP00000398131	P15170	ERF3A_HUMAN
ENSP00000316674	Q8TC94	ACTL9_HUMAN
ENSP00000470246	P61018	RAB4B_HUMAN
ENSP00000344223	Q14703	MBTP1_HUMAN
ENSP00000369038	O43324	MCA3_HUMAN
ENSP00000300648	Q92616	GCN1_HUMAN
ENSP00000474246	S4R3E6	S4R3E6_HUMAN
ENSP00000006777	Q6NTF9	RHBD2_HUMAN
ENSP00000431885	P29597	TYK2_HUMAN
ENSP00000479844	Q8TDF6	GRP4_HUMAN
ENSP00000324287	Q15057	ACAP2_HUMAN
ENSP00000438085	Q9NZ52	GGA3_HUMAN
ENSP00000373905	P50570	DYN2_HUMAN
ENSP00000333401	Q9NQ50	RM40_HUMAN
ENSP00000264718	Q9HCN4	GPN1_HUMAN
ENSP00000219313	P51665	PSMD7_HUMAN
ENSP00000263245	Q9NP61	ARFG3_HUMAN
ENSP00000466898	Q96GM1	PLPR2_HUMAN
ENSP00000356231	P47224	MSS4_HUMAN
ENSP00000470262	Q8IUR0	TPPC5_HUMAN
ENSP00000245816	Q16740	CLPP_HUMAN
ENSP00000477781	A0A0B4J2C3	A0A0B4J2C3_HUMAN
ENSP00000283148	Q8NBZ7	UXS1_HUMAN
ENSP00000498466	P25445	TNR6_HUMAN
ENSP00000465685	Q9Y6Q5	AP1M2_HUMAN
ENSP00000390783	Q8WVM8	SCFD1_HUMAN
ENSP00000469413	O96013	PAK4_HUMAN
ENSP00000302895	Q8WZ64	ARAP2_HUMAN
ENSP00000376652	Q9UI08	EVL_HUMAN
ENSP00000473381	P54368	OAZ1_HUMAN
ENSP00000356130	Q6XUX3	DUSTY_HUMAN
ENSP00000343325	Q16512	PKN1_HUMAN
ENSP00000249363	Q9HBW1	LRRC4_HUMAN
ENSP00000297814	Q86VH2	KIF27_HUMAN
ENSP00000375892	P31751	AKT2_HUMAN
ENSP00000392495	P0DI81	TPC2A_HUMAN
ENSP00000375730	P40429	RL13A_HUMAN
ENSP00000298283	Q96L21	RL10L_HUMAN
ENSP00000358921	P61163	ACTZ_HUMAN
ENSP00000403663	C9JC87	C9JC87_HUMAN
ENSP00000385025	Q8TEV9	SMCR8_HUMAN
ENSP00000419449	P41567	EIF1_HUMAN
ENSP00000416706	Q562R1	ACTBL_HUMAN
ENSP00000474032	Q8TCX1	DC2L1_HUMAN
ENSP00000227756	Q6P9A2	GLT18_HUMAN
ENSP00000283195	P49792	RBP2_HUMAN
ENSP00000302393	Q9BYZ2	LDH6B_HUMAN
ENSP00000448696	Q8N9I9	DTX3_HUMAN
ENSP00000409231	A5PLN9	TPC13_HUMAN
ENSP00000454229	Q13286	CLN3_HUMAN
ENSP00000296557	P53367	ARFP1_HUMAN
ENSP00000391490	O95994	AGR2_HUMAN
ENSP00000222792	P52757	CHIO_HUMAN
ENSP00000301838	Q13158	FADD_HUMAN
ENSP00000367407	O60551	NMT2_HUMAN
ENSP00000320563	Q6ZS81	WDFY4_HUMAN
ENSP00000264027	O75845	SC5D_HUMAN
ENSP00000388241	Q9ULI4	KI26A_HUMAN
ENSP00000327116	Q9NZN3	EHD3_HUMAN
ENSP00000439189	Q6S8J3	POTEE_HUMAN
ENSP00000414964	Q8WV48	CC107_HUMAN
ENSP00000450895	V9GXZ4	V9GXZ4_HUMAN
ENSP00000446252	P04179	SODM_HUMAN
ENSP00000263934	O60333	KIF1B_HUMAN
ENSP00000296674	P62266	RS23_HUMAN
ENSP00000351338	O43157	PLXB1_HUMAN
ENSP00000320176	P14317	HCLS1_HUMAN
ENSP00000340466	Q14697	GANAB_HUMAN
ENSP00000364749	Q9BU20	CPLN2_HUMAN
ENSP00000480853	F8VXU5	F8VXU5_HUMAN
ENSP00000394484	Q9C098	DCLK3_HUMAN
ENSP00000299601	Q8WVC0	LEO1_HUMAN
ENSP00000296526	P42262	GRIA2_HUMAN
ENSP00000291041	P11801	KPSH1_HUMAN
ENSP00000410452	P16949	STMN1_HUMAN
ENSP00000261880	Q6PD74	AAGAB_HUMAN
ENSP00000404676	P53609	PGTB1_HUMAN
ENSP00000221855	Q99426	TBCB_HUMAN
ENSP00000357320	P51398	RT29_HUMAN
ENSP00000290949	P61421	VA0D1_HUMAN
ENSP00000263955	O94768	ST17B_HUMAN
ENSP00000029410	Q9UBV7	B4GT7_HUMAN
ENSP00000272418	P82675	RT05_HUMAN
ENSP00000478479	Q9NP72	RAB18_HUMAN
ENSP00000375632	P46781	RS9_HUMAN
ENSP00000427562	P42684	ABL2_HUMAN
ENSP00000373301	O60239	3BP5_HUMAN
ENSP00000354376	P57735	RAB25_HUMAN
ENSP00000498715	Q96SY0	INT14_HUMAN
ENSP00000355995	P28845	DHI1_HUMAN
ENSP00000336740	P53667	LIMK1_HUMAN
ENSP00000244314	Q6NXR0	IIGP5_HUMAN
ENSP00000274643	Q86YV6	MYLK4_HUMAN
ENSP00000464893	Q9C0B0	UNK_HUMAN
ENSP00000395281	Q5BN46	PIRC1_HUMAN
ENSP00000054666	Q15836	VAMP3_HUMAN
ENSP00000495274	O14617	AP3D1_HUMAN
ENSP00000427793	Q9H0M0	WWP1_HUMAN
ENSP00000332772	Q8N8F6	YIPF7_HUMAN
ENSP00000268613	P55290	CAD13_HUMAN
ENSP00000399415	B7Z4W5	B7Z4W5_HUMAN
ENSP00000314499	O14976	GAK_HUMAN
ENSP00000338769	Q8TDY4	ASAP3_HUMAN
ENSP00000317955	Q15075	EEA1_HUMAN
ENSP00000265070	Q9H4A6	GOLP3_HUMAN
ENSP00000366746	Q92783	STAM1_HUMAN
ENSP00000306788	Q15041	AR6P1_HUMAN
ENSP00000392828	A0A0A0MSK4	A0A0A0MSK4_HUMAN
ENSP00000302783	Q9Y5R8	TPPC1_HUMAN
ENSP00000466298	O60499	STX10_HUMAN
ENSP00000458162	P63261	ACTG_HUMAN
ENSP00000317473	P53611	PGTB2_HUMAN
ENSP00000475344	P35414	APJ_HUMAN
ENSP00000343190	Q96CD2	COAC_HUMAN
ENSP00000259708	Q9NSK0	KLC4_HUMAN
ENSP00000481762	O75534	CSDE1_HUMAN
ENSP00000261183	Q9BZF1	OSBL8_HUMAN
ENSP00000236671	P07339	CATD_HUMAN
ENSP00000258424	P10606	COX5B_HUMAN
ENSP00000442460	Q13882	PTK6_HUMAN
ENSP00000333298	P11279	LAMP1_HUMAN
ENSP00000358335	O43318	M3K7_HUMAN
ENSP00000394560	P45984	MK09_HUMAN
ENSP00000377508	P14923	PLAK_HUMAN
ENSP00000357631	Q5VWI1	TCRGL_HUMAN
ENSP00000476295	Q8N8U2	CDYL2_HUMAN
ENSP00000363103	P57086	SCND1_HUMAN
ENSP00000319192	Q9UEE5	ST17A_HUMAN
ENSP00000263025	P27361	MK03_HUMAN
ENSP00000377665	Q14C86	GAPD1_HUMAN
ENSP00000342793	Q13393	PLD1_HUMAN
ENSP00000318646	P62244	RS15A_HUMAN
ENSP00000365686	P46059	S15A1_HUMAN
ENSP00000367203	O15550	KDM6A_HUMAN
ENSP00000270162	P57059	SIK1_HUMAN
ENSP00000351682	Q96KN2	CNDP1_HUMAN
ENSP00000340648	Q7Z6Z7	HUWE1_HUMAN
ENSP00000406885	Q96HV5	TM41A_HUMAN
ENSP00000468367	K7ERQ8	K7ERQ8_HUMAN
ENSP00000222547	O15155	BET1_HUMAN
ENSP00000297679	Q9H2F3	3BHS7_HUMAN
ENSP00000274289	Q9NYY3	PLK2_HUMAN
ENSP00000248244	Q8IUC6	TCAM1_HUMAN
ENSP00000278353	Q53GQ0	DHB12_HUMAN
ENSP00000361009	Q8TCU6	PREX1_HUMAN
ENSP00000305995	P07205	PGK2_HUMAN
ENSP00000354040	Q9BZE4	GTPB4_HUMAN
ENSP00000366487	Q96KC2	ARL5B_HUMAN
ENSP00000377275	Q14789	GOGB1_HUMAN
ENSP00000381844	Q6DD88	ATLA3_HUMAN
ENSP00000427900	Q9NQT8	KI13B_HUMAN
ENSP00000387286	P62820	RAB1A_HUMAN
ENSP00000427463	P61009	SPCS3_HUMAN
ENSP00000293879	Q96KV7	WDR90_HUMAN
ENSP00000216446	Q9NYT0	PLEK2_HUMAN
ENSP00000287600	O43924	PDE6D_HUMAN
ENSP00000320117	Q15642	CIP4_HUMAN
ENSP00000495726	Q5JU85	IQEC2_HUMAN
ENSP00000473623	Q969T4	UB2E3_HUMAN
ENSP00000224784	P62736	ACTA_HUMAN
ENSP00000464443	Q8IY31	IFT20_HUMAN
ENSP00000400175	P61586	RHOA_HUMAN
ENSP00000360165	Q8TDG2	ACTT1_HUMAN
ENSP00000436005	Q9Y296	TPPC4_HUMAN
ENSP00000316338	Q9UQB8	BAIP2_HUMAN
ENSP00000161006	Q9GZN4	BSSP4_HUMAN
ENSP00000293441	Q9Y566	SHAN1_HUMAN
ENSP00000300557	Q9BU68	PR15L_HUMAN
ENSP00000354739	P30050	RL12_HUMAN
ENSP00000246792	P10301	RRAS_HUMAN
ENSP00000353670	Q6ZMY3	SPOC1_HUMAN
ENSP00000365745	Q14247	SRC8_HUMAN
ENSP00000242067	Q3SYG4	PTHB1_HUMAN
ENSP00000431240	P05387	RLA2_HUMAN
ENSP00000465992	Q86Y91	KI18B_HUMAN
ENSP00000379563	P30536	TSPO_HUMAN
ENSP00000220751	O43353	RIPK2_HUMAN
ENSP00000471735	W4VSR2	W4VSR2_HUMAN
ENSP00000377233	Q96P48	ARAP1_HUMAN
ENSP00000348965	Q14204	DYHC1_HUMAN
ENSP00000282728	Q03014	HHEX_HUMAN
ENSP00000345672	P07858	CATB_HUMAN
ENSP00000439601	Q92619	HMHA1_HUMAN
ENSP00000357288	Q9Y2Q5	LTOR2_HUMAN
ENSP00000253794	Q9BRG1	VPS25_HUMAN
ENSP00000257787	Q53H80	AKIR2_HUMAN
ENSP00000305442	P83436	COG7_HUMAN
ENSP00000337040	Q13432	U119A_HUMAN
ENSP00000416418	Q9Y2E8	SL9A8_HUMAN
ENSP00000373304	Q6PII3	CC174_HUMAN
ENSP00000385958	P62263	RS14_HUMAN
ENSP00000360214	Q96PE5	OPALI_HUMAN
ENSP00000347408	Q9Y2T2	AP3M1_HUMAN
ENSP00000308275	Q96DV4	RM38_HUMAN
ENSP00000312439	Q9BY78	RNF26_HUMAN
ENSP00000374566	Q2TAC6	KIF19_HUMAN
ENSP00000484390	Q9UIK4	DAPK2_HUMAN
ENSP00000350199	Q10567	AP1B1_HUMAN
ENSP00000275815	P21709	EPHA1_HUMAN
ENSP00000336666	P61966	AP1S1_HUMAN
ENSP00000478352	Q9C0E4	GRIP2_HUMAN
ENSP00000479860	Q99828	CIB1_HUMAN
ENSP00000414982	Q07866	KLC1_HUMAN
ENSP00000377061	Q9UIW2	PLXA1_HUMAN
ENSP00000405963	Q13972	RGRF1_HUMAN
ENSP00000369899	Q7L523	RRAGA_HUMAN
ENSP00000354837	Q92974	ARHG2_HUMAN
ENSP00000417602	Q9HD33	RM47_HUMAN
ENSP00000345629	Q6ZN16	M3K15_HUMAN
ENSP00000414906	Q9UJW0	DCTN4_HUMAN
ENSP00000352438	Q15366	PCBP2_HUMAN
ENSP00000496007	Q96PV0	SYGP1_HUMAN
ENSP00000245539	Q9Y2R9	RT07_HUMAN
ENSP00000264601	Q9H0T7	RAB17_HUMAN
ENSP00000453858	Q9NQU5	PAK6_HUMAN
ENSP00000468424	P30419	NMT1_HUMAN
ENSP00000375820	A6NK53	ZN233_HUMAN
ENSP00000303145	P49755	TMEDA_HUMAN
ENSP00000259351	Q5JS13	RGPS1_HUMAN
ENSP00000262215	Q9Y6D6	BIG1_HUMAN
ENSP00000320821	O43896	KIF1C_HUMAN
ENSP00000402756	Q86WQ0	NR2CA_HUMAN
ENSP00000349588	Q01484	ANK2_HUMAN
ENSP00000379339	P62273	RS29_HUMAN
ENSP00000303709	P51965	UB2E1_HUMAN
ENSP00000469759	Q3SXY7	LRIT3_HUMAN
ENSP00000329360	Q6PK04	CC137_HUMAN
ENSP00000367872	P62873	GBB1_HUMAN
ENSP00000300289	P30101	PDIA3_HUMAN
ENSP00000322251	Q59H18	TNI3K_HUMAN
ENSP00000362208	P82914	RT15_HUMAN
ENSP00000483486	Q13795	ARFRP_HUMAN
ENSP00000362170	Q69YI7	NAIF1_HUMAN
ENSP00000332247	Q9Y487	VPP2_HUMAN
ENSP00000264499	Q8IWZ6	BBS7_HUMAN
ENSP00000250495	Q15843	NEDD8_HUMAN
ENSP00000338788	Q8WU90	ZC3HF_HUMAN
ENSP00000418915	P42771	CDN2A_HUMAN
ENSP00000370125	P05114	HMGN1_HUMAN
ENSP00000464121	Q2V6Q1	Q2V6Q1_HUMAN
ENSP00000315410	Q9H4L5	OSBL3_HUMAN
ENSP00000335371	Q7Z392	TPC11_HUMAN
ENSP00000304854	Q8WVJ2	NUDC2_HUMAN
ENSP00000426503	P78317	RNF4_HUMAN
ENSP00000264904	O60763	USO1_HUMAN
ENSP00000304283	P60763	RAC3_HUMAN
ENSP00000357651	Q9UJT0	TBE_HUMAN
ENSP00000237530	P04844	RPN2_HUMAN
ENSP00000347712	Q8NCU7	C2C4A_HUMAN
ENSP00000258526	O60486	PLXC1_HUMAN
ENSP00000307272	Q8N122	RPTOR_HUMAN
ENSP00000316779	O00499	BIN1_HUMAN
ENSP00000380878	P48454	PP2BC_HUMAN
ENSP00000362688	A0A7P0MRT9	A0A7P0MRT9_HUMAN
ENSP00000401435	Q5VIR6	VPS53_HUMAN
ENSP00000463233	P0CB38	PAB4L_HUMAN
ENSP00000382982	P0DPH7	TBA3C_HUMAN
ENSP00000360158	P08F94	PKHD1_HUMAN
ENSP00000225972	Q96AG4	LRC59_HUMAN
ENSP00000500034	P98198	AT8B2_HUMAN
ENSP00000384719	P62760	VISL1_HUMAN
ENSP00000356389	Q9NU53	GINM1_HUMAN
ENSP00000463325	P28827	PTPRM_HUMAN
ENSP00000431418	P04629	NTRK1_HUMAN
ENSP00000349503	O43829	ZBT14_HUMAN
ENSP00000367686	Q9P286	PAK5_HUMAN
ENSP00000315659	Q6XZF7	DNMBP_HUMAN
ENSP00000312311	Q9H2W6	RM46_HUMAN
ENSP00000428220	A1A4Y4	IRGM_HUMAN
ENSP00000270861	O00444	PLK4_HUMAN
ENSP00000401678	Q8IZQ8	MYCD_HUMAN
ENSP00000359000	Q92538	GBF1_HUMAN
ENSP00000304669	P35221	CTNA1_HUMAN
ENSP00000216034	Q9NS69	TOM22_HUMAN
ENSP00000346196	P56181	NDUV3_HUMAN
ENSP00000308820	Q7Z5B4	RIC3_HUMAN
ENSP00000437256	Q9UPY3	DICER_HUMAN
ENSP00000380450	Q8NFA2	NOXO1_HUMAN
ENSP00000368014	J3KPG0	J3KPG0_HUMAN
ENSP00000499883	Q06055	AT5G2_HUMAN
ENSP00000320359	Q9H7X7	IFT22_HUMAN
ENSP00000468280	K7ERJ3	K7ERJ3_HUMAN
ENSP00000333037	Q9BYD9	ACTT3_HUMAN
ENSP00000392206	Q5VTM2	AGAP9_HUMAN
ENSP00000326042	P0DPH8	TBA3D_HUMAN
ENSP00000304941	Q96GX1	TECT2_HUMAN
ENSP00000276440	Q9H7D0	DOCK5_HUMAN
ENSP00000389168	O14974	MYPT1_HUMAN
ENSP00000318697	Q9BUF5	TBB6_HUMAN
ENSP00000324173	P11021	BIP_HUMAN
ENSP00000406047	Q96PP4	TSG13_HUMAN
ENSP00000485033	A0A096LNH6	A0A096LNH6_HUMAN
ENSP00000257604	O14545	TRAD1_HUMAN
ENSP00000478874	Q8IU85	KCC1D_HUMAN
ENSP00000437783	P07864	LDHC_HUMAN
ENSP00000220478	Q8WXD2	SCG3_HUMAN
ENSP00000247461	P27824	CALX_HUMAN
ENSP00000362413	P00558	PGK1_HUMAN
ENSP00000289228	P42025	ACTY_HUMAN
ENSP00000442682	O75689	ADAP1_HUMAN
ENSP00000263181	Q8NI77	KI18A_HUMAN
ENSP00000246747	P36404	ARL2_HUMAN
